id,lat,lon,flock
1014036131,40.8290459,-3.6141903,0
1062284595,47.5535641,7.9465859,0
1073288394,39.1790486,-76.7405809,1
1075493503,45.766561,3.1485593,0
1079099776,59.903481,10.784433,0
1079099822,59.903094,10.781638,0
1080482698,-34.6318107,-58.3782296,0
1098970424,42.3711847,-71.0640699,0
1108275047,53.6645629,11.2481203,0
1131207637,42.0206819,-88.3203182,1
1145325252,34.026614,-117.575893,1
1158669259,33.6943142,-117.7368442,0
1160587615,-34.5893781,-58.5189607,0
1163916088,49.9819859,10.5559171,0
1164528627,32.6064717,-117.0340464,0
1187620455,33.8014501,-112.1319984,1
1192383910,47.2969408,16.8318821,0
1199411073,33.802183,-112.1316628,1
1202894052,42.614281,44.5948105,0
1228850801,32.6479415,-116.9720076,0
1228850802,32.6482252,-116.9703821,0
1228858670,32.6283814,-116.9710037,0
1228858690,32.6219019,-116.972848,0
1228883860,32.6609989,-116.9780491,0
1228886387,32.672193,-116.9846086,0
1228886388,32.673295,-116.9858757,0
1254979664,27.9063065,-99.3945569,0
1261647435,52.4744601,-1.9159354,0
1276237017,52.1403042,21.034112,0
1306391038,-34.5976791,-58.5215416,0
1306962706,62.5153044,24.1494941,0
1319880706,48.4375002,21.1837509,0
1324120229,52.4837658,-1.9173445,0
1375993674,33.4815427,-117.101797,1
1397859816,38.7961988,-121.2915168,1
1404135137,30.4067704,-98.0585309,1
1404985354,42.373173,-71.0382862,0
1404985371,42.3732945,-71.0384718,0
1416536472,32.6340029,-116.9723416,0
1421446160,59.7947709,10.7601723,0
1421446181,59.795684,10.7597189,0
1421446196,59.861236,10.7849806,0
1481601113,46.5518581,0.3211684,0
1493986360,30.2546428,-81.5363135,1
1506668430,44.6707285,10.3332054,0
1512597369,40.3171629,-79.6838655,0
1512597372,40.317202,-79.6839769,0
1512597376,40.3173108,-79.6837691,0
1512597379,40.3173537,-79.6838784,0
1524599368,56.4025533,61.9312676,0
1532860664,51.0253788,5.8630258,0
1534267702,52.4686763,-1.900533,0
1579017281,32.5774683,-116.959194,0
1579017282,32.5781367,-116.958592,0
1581688018,52.2196551,6.8920394,0
1596937276,48.76634,9.1820989,0
1596937285,48.7663985,9.1821548,0
1596937287,48.7663807,9.1820309,0
1596950882,48.7664097,9.1818961,0
1596950891,48.7664405,9.1820054,0
1596950898,48.7664852,9.1819319,0
1596980813,48.7664783,9.1819346,0
1614362176,39.1964079,-76.8130759,1
1620953567,39.1804147,-76.821985,1
1666616059,33.9569742,-83.3704772,1
1685994889,47.4343337,-94.8690924,1
1734858961,26.9846735,-80.616451,0
1748286827,47.555268,7.9497127,0
1755027699,59.9342675,10.7965291,0
1758456906,33.1013414,-97.1086484,1
1775755949,-37.1105355,146.3996596,0
1783095752,42.8160268,-1.6411514,0
1797817076,38.8111263,-94.909039,1
1819035708,38.9540794,-92.3717429,1
1828619717,47.6907681,17.5228795,0
1832658829,33.6049683,-117.7940365,0
1832658833,33.6042497,-117.793769,0
1832658835,33.6052966,-117.7938332,0
1832733499,33.8847856,-117.6348534,0
1833720963,33.6248481,-117.8295443,0
1834907022,33.7255045,-117.7810352,0
1834907051,33.7246438,-117.7799685,0
1834907141,33.7306223,-117.774777,0
1834907146,33.7364791,-117.7709869,0
1834907471,33.7422444,-117.7655015,0
1834907477,33.7436451,-117.7663837,0
1854052811,51.0114592,4.5220551,0
1859367847,29.0174987,-81.228685,1
1864251388,50.7979964,7.117305,0
1866521378,52.2209266,6.8920168,0
1913709810,41.4391498,-73.681823,0
1936236201,41.3085386,-96.1580774,1
1937577844,44.8040487,20.4156187,0
1953815610,33.6311404,-117.8437167,0
1953815614,33.6314125,-117.8423601,0
1979459199,53.4769464,-2.2655503,0
1980659968,46.0527517,-118.3721194,1
1986145135,34.5418006,-112.4702795,1
1986145251,34.5418583,-112.4671651,1
1986146516,34.5449301,-112.453358,1
1990598951,33.7099442,-112.1102142,1
1990598952,33.7099412,-112.1112742,1
1990598964,33.7104191,-112.1114699,1
1990599024,33.7118651,-112.111013,1
1990599027,33.7118727,-112.1101275,1
1996694691,50.9260993,3.9614797,1
2016915916,41.3806733,-73.5821598,0
2029414813,29.1093953,-81.0698412,1
2045442253,54.0892544,12.1333721,0
2083782917,42.4347714,19.2535367,0
2083971640,39.7117838,-105.0711565,1
2083991471,-34.6404072,-58.5294071,0
2084597883,45.5329763,10.119468,0
2092324667,45.4809398,9.1875999,0
2092324677,45.4810799,9.1861637,0
2101958955,-33.4052783,-67.1492491,0
2111078853,39.6310511,-106.5224328,1
2119902221,34.6019523,-118.121186,1
2138169422,45.4526329,9.186886,0
2161463239,43.3488784,-1.7851286,0
2180939900,45.8176486,8.8265841,0
2180939922,45.818967,8.8287414,0
2199385309,28.542267,-81.3685517,1
2201714792,48.1080516,16.3205761,0
2259614978,-32.2458994,-65.8061905,0
